cityName,urbanStatus,stateCode,stateName,districtCode,districtName
Pudupalayam,T.P.,33,Tamil Nadu,6,Tiruvanamalai
Pudupatti,T.P.,33,Tamil Nadu,25,Theni
Pudupatti,T.P.,33,Tamil Nadu,26,Virudhunagar
Pudupattinam,C.T.,33,Tamil Nadu,3,Kancheepuram
Pudur (S),T.P.,33,Tamil Nadu,29,Tirunelveli
Puduvayal,T.P.,33,Tamil Nadu,23,Sivaganga
Pujali,M,19,West Bengal,18,South Twentyfour Parganas
Pukhrayan,M.B.,9,Uttar Pradesh,33,Kanpur Dehat
Pul Pehlad,C.T.,7,Delhi *,9,South
Pulgaon,M.Cl.,27,Maharashtra,8,Wardha
Puliyankudi,M,33,Tamil Nadu,29,Tirunelveli
Puliyur,T.P.,33,Tamil Nadu,14,Kapur
Pullampadi,T.P.,33,Tamil Nadu,15,Tiruchirappalli
Pulwama,N.A.C.,1,Jammu & Kashmir,5,Pulwama
Punahana,M.C,6,Haryana,18,Gurgaon
Punalur,M,32,Kerala,13,Kollam
Punch,M.C.,1,Jammu & Kashmir,11,Punch
Pundri,M.C.,6,Haryana,5,Kaithal
Pune,M.Corp.,27,Maharashtra,25,Pune
Pune,C.B.,27,Maharashtra,25,Pune
Punganur,N.P.,28,Andhra Pradesh,23,Chittoor
Punjai Thottakurichi,T.P.,33,Tamil Nadu,14,Kapur
Punjaipugalur,T.P.,33,Tamil Nadu,14,Kapur
Punjaipuliampatti,T.P.,33,Tamil Nadu,10,Erode
Puranattukara,C.T.,32,Kerala,7,Thrissur
Puranpur,M.B.,9,Uttar Pradesh,21,Pilibhit
Purba Tajpur,C.T.,19,West Bengal,12,Hugli 
Purdilnagar,N.P.,9,Uttar Pradesh,13,Hathras
Puri,M,21,Orissa,18,Puri
Purna,M.Cl.,27,Maharashtra,17,Parbhani
Purnia,M,10,Bihar,9,Purnia
Purquazi,N.P.,9,Uttar Pradesh,2,Muzaffarnagar
Puruliya,M,19,West Bengal,14,Puruliya
Purushottamnagar,C.T.,27,Maharashtra,1,Nandurbar
Purusottampur,N.A.C.,21,Orissa,19,Ganjam
Purwa,N.P.,9,Uttar Pradesh,26,Unnao
Pusad,M.Cl.,27,Maharashtra,14,Yavatmal
Pushkar,M,8,Rajasthan,21,Ajmer
Puthalam,T.P.,33,Tamil Nadu,30,Kanniyakumari
Puthukkad,C.T.,32,Kerala,7,Thrissur
Puthunagaram,C.T.,32,Kerala,6,Palakkad
Puttur,C.T.,28,Andhra Pradesh,23,Chittoor
Puttur,T.M.C,29,Karnataka,24,Dakshina Kannada
Puvalur,T.P.,33,Tamil Nadu,15,Tiruchirappalli
Puzhal,T.P,33,Tamil Nadu,1,Thiruvallur
Puzhathi,C.T.,32,Kerala,2,Kannur
Puzhithivakkam (Ullagaram),T.P,33,Tamil Nadu,3,Kancheepuram
Pynthorumkhrah,C.T.,17,Meghalaya,6,East Khasi Hills
Qadian,M.Cl.,3,Punjab,1,Gurdaspur
Qasimpur Power House Colony,C.T.,9,Uttar Pradesh,12,Aligarh
Qazigund,N.A.C.,1,Jammu & Kashmir,6,Anantnag
Quammruddin Nagar,C.T.,7,Delhi *,7,West
Quepem,M.Cl.,30,Goa,2,South Goa
Queula,C.T.,30,Goa,1,North Goa 
Quilandy,M,32,Kerala,4,Kozhikode
Quthbullapur,M,28,Andhra Pradesh,6,Rangareddi
R.Pudupatti,T.P.,33,Tamil Nadu,9,Namakkal
R.S.Mangalam,T.P.,33,Tamil Nadu,27,Ramanathapuram
Rabkavi Banhatti,C.M.C,29,Karnataka,2,Bagalkot
Rabupura,N.P.,9,Uttar Pradesh,10,Gautam Buddha Nagar
Radaur,M.C.,6,Haryana,3,Yamunanagar
Radhakund,N.P.,9,Uttar Pradesh,14,Mathura
Radhanpur,M,24,Gujarat,3,Patan
Rae Bareli,M.B.,9,Uttar Pradesh,28,Rae Bareli
Rafiganj,N.A.,10,Bihar,34,Aurangabad
Raghogarh -Vijaypur,M,23,Madhya Pradesh,7,Guna
Raghudebbati,C.T.,19,West Bengal,16,Haora 
Raghunathchak,C.T.,19,West Bengal,9,Barddhaman 
Raghunathpur,C.T.,10,Bihar,10,Katihar
Raghunathpur,M,19,West Bengal,14,Puruliya
Raghunathpur (PS-Dankuni),C.T.,19,West Bengal,12,Hugli 
Raghunathpur (PS-Magra),C.T.,19,West Bengal,12,Hugli 
Rahatgarh,N.P.,23,Madhya Pradesh,11,Sagar
Rahimatpur,M.Cl.,27,Maharashtra,31,Satara
Rahon,M.Cl.,3,Punjab,6,Nawanshahr
Rahta Pimplas,M.Cl.,27,Maharashtra,26,Ahmadnagar
Rahuri,M.Cl.,27,Maharashtra,26,Ahmadnagar
Raichur,C.M.C,29,Karnataka,6,Raichur
Raigachhi,C.T.,19,West Bengal,11,North Twentyfour Parganas
Raiganj,M,19,West Bengal,4,Uttar Dinajpur
Raigarh,M,22,Chhattisgarh,4,Raigarh
Raikot,M.Cl.,3,Punjab,9,Ludhiana
Raipur,C.T.,5,Uttaranchal,5,Dehradun
Raipur,M.Corp.,22,Chhattisgarh,11,Raipur
Raipur Rani,C.T.,6,Haryana,1,Panchkula
Rairangpur,N.A.C.,21,Orissa,7,Mayurbhanj
Raisen,M,23,Madhya Pradesh,34,Raisen
Raisinghnagar,M,8,Rajasthan,1,Ganganagar
Raja Ka Rampur,N.P.,9,Uttar Pradesh,17,Etah
Rajagangapur,M,21,Orissa,5,Sundargarh
Rajahmundry,M.Corp.,28,Andhra Pradesh,14,East Godavari
Rajakhedi,C.T.,23,Madhya Pradesh,11,Sagar
Rajakhera,M,8,Rajasthan,8,Dhaulpur
Rajaldesar,M,8,Rajasthan,4,Churu
Rajam,C.T.,28,Andhra Pradesh,11,Srikakulam
Rajapalayam,M,33,Tamil Nadu,26,Virudhunagar
Rajapur,M.Cl.,27,Maharashtra,32,Ratnagiri
Rajapur,N.P.,9,Uttar Pradesh,41,Chitrakoot
Rajarhat Gopalpur,M,19,West Bengal,11,North Twentyfour Parganas
Rajasansi,N.P.,3,Punjab,2,Amritsar
Rajauri,N.A.C.,1,Jammu & Kashmir,12,Rajauri
Rajendranagar,M,28,Andhra Pradesh,6,Rangareddi
Rajgamar,C.T.,22,Chhattisgarh,5,Korba
Rajgarh,M,8,Rajasthan,4,Churu
Rajgarh,M,8,Rajasthan,6,Alwar
Rajgarh,N.P.,2,Himachal Pradesh,10,Sirmaur
Rajgarh,N.P.,23,Madhya Pradesh,25,Dhar
Rajgarh,N.P.,23,Madhya Pradesh,30,Rajgarh
Rajgir,N.A.,10,Bihar,27,Nalanda
Rajgurunagar (Khed),C.T.,27,Maharashtra,25,Pune
Rajkot,M.Corp.,24,Gujarat,9,Rajkot
Rajmahal,N.A.,20,Jharkhand,9,Sahibganj
Rajnagar,N.P.,23,Madhya Pradesh,9,Chhatarpur
Rajnandgaon,M.Corp.,22,Chhattisgarh,9,Rajnandgaon
Rajokri,C.T.,7,Delhi *,8,South West
Rajpipla,M,24,Gujarat,20,Narmada
Rajpur,N.P.,23,Madhya Pradesh,28,Barwani
Rajpur Sonarpur,M,19,West Bengal,18,South Twentyfour Parganas
Rajpura,M.Cl.,3,Punjab,17,Patiala
Rajsamand,M,8,Rajasthan,25,Rajsamand
Rajula,M,24,Gujarat,13,Amreli
Rajur,C.T.,27,Maharashtra,14,Yavatmal
Rajura,M.Cl.,27,Maharashtra,13,Chandrapur
Ram Garh,N.A.C.,1,Jammu & Kashmir,13,Jammu
Ramachandrapuram,C.T.,28,Andhra Pradesh,4,Medak
Ramachandrapuram,M,28,Andhra Pradesh,14,East Godavari
Ramachandrapuram-Bhel Township ),C.T.,28,Andhra Pradesh,4,Medak
Ramagundam,M,28,Andhra Pradesh,3,Karimnagar
Raman,M.Cl.,3,Punjab,14,Bathinda
Ramanagaram,C.M.C,29,Karnataka,21,Bangalore Rural
Ramanathapuram,M,33,Tamil Nadu,27,Ramanathapuram
Ramanattukara,C.T.,32,Kerala,4,Kozhikode
Ramanayyapeta,C.T.,28,Andhra Pradesh,14,East Godavari
Ramanujganj,N.P.,22,Chhattisgarh,2,Surguja
Ramapuram,C.T.,33,Tamil Nadu,1,Thiruvallur
Ramapuram,C.T.,28,Andhra Pradesh,21,Kurnool
Ramban,N.A.C.,1,Jammu & Kashmir,9,Doda
Rambha,N.A.C.,21,Orissa,19,Ganjam
Ramchandrapur,C.T.,19,West Bengal,16,Haora 
Ramdass,M.Cl.,3,Punjab,2,Amritsar
Ramdurg,T.M.C,29,Karnataka,1,Belgaum
Rameswaram,C.T.,28,Andhra Pradesh,20,Cuddapah
Rameswaram,T.P.,33,Tamil Nadu,27,Ramanathapuram
Ramganj Mandi,M,8,Rajasthan,30,Kota
Ramgarh,M,8,Rajasthan,13,Sikar
Ramgarh Cantonment,C.B.,20,Jharkhand,4,Hazaribag
Ramjibanpur,M,19,West Bengal,15,Medinipur 
Ramkola,N.P.,9,Uttar Pradesh,59,Kushinagar
Ramnagar,N.A.,10,Bihar,1,Pashchim Champaran
Ramnagar,C.T.,19,West Bengal,9,Barddhaman 
Ramnagar,N.A.C.,1,Jammu & Kashmir,10,Udhampur
Ramnagar,M.B.,5,Uttaranchal,11,Nainital
Ramnagar,N.P.,9,Uttar Pradesh,46,Barabanki
Ramnagar,M.B.,9,Uttar Pradesh,67,Varanasi
Ramol,M,24,Gujarat,7,Ahmadabad
Rampachodavaram,C.T.,28,Andhra Pradesh,14,East Godavari
Rampur,M.B.,9,Uttar Pradesh,5,Rampur
Rampur,M.Cl.,2,Himachal Pradesh,11,Shimla
Rampur Baghelan,N.P.,23,Madhya Pradesh,13,Satna
Rampur Bhawanipur,C.T.,9,Uttar Pradesh,46,Barabanki
Rampur Karkhana,N.P.,9,Uttar Pradesh,60,Deoria
Rampur Maniharan,N.P.,9,Uttar Pradesh,1,Saharanpur
Rampur Naikin,N.P.,23,Madhya Pradesh,17,Sidhi
Rampura,N.P.,23,Madhya Pradesh,18,Neemuch
Rampura,N.P.,9,Uttar Pradesh,35,Jalaun 
Rampura Phul,M.Cl.,3,Punjab,14,Bathinda
Rampurhat,M,19,West Bengal,8,Birbhum
Ramtek,M.Cl.,27,Maharashtra,9,Nagpur
Ranaghat,M,19,West Bengal,10,Nadia 
Ranapur,N.P.,23,Madhya Pradesh,24,Jhabua
Ranavav,M,24,Gujarat,11,Porbandar
Ranbir Singh Pora,N.A.C.,1,Jammu & Kashmir,13,Jammu
Ranchi,M.Corp.,20,Jharkhand,14,Ranchi
Rangapara,T.C.,18,Assam,11,Sonitpur
Rangia,M.B.,18,Assam,6,Kamrup
Rangpo,N.T.A,11,Sikkim,4,East
Rani,M,8,Rajasthan,20,Pali
Rania,M.C.,6,Haryana,11,Sirsa
Ranibennur,C.M.C,29,Karnataka,11,Haveri
Raniganj,M,19,West Bengal,9,Barddhaman 
Ranikhet,C.B.,5,Uttaranchal,9,Almora
Ranip,M,24,Gujarat,7,Ahmadabad
Ranipettai,M,33,Tamil Nadu,4,Vellore
Ranipur,N.P.,9,Uttar Pradesh,36,Jhansi
Ranirbazar,N.P.,16,Tripura,1,West Tripura 
Ranoli,C.T.,24,Gujarat,19,Vadodara
Rapar,M,24,Gujarat,1,Kachchh
Rashidpur Garhi,C.T.,9,Uttar Pradesh,3,Bijnor
Rasipuram,T.P.,33,Tamil Nadu,9,Namakkal
Rasra,M.B.,9,Uttar Pradesh,63,Ballia
Rasulabad,N.P.,9,Uttar Pradesh,26,Unnao
Ratangarh,M,8,Rajasthan,4,Churu
Ratangarh,N.P.,23,Madhya Pradesh,18,Neemuch
Ratannagar,M,8,Rajasthan,4,Churu
Ratanpur,N.P.,22,Chhattisgarh,7,Bilaspur
Rath,M.B.,9,Uttar Pradesh,38,Hamirpur
Ratia,M.C.,6,Haryana,10,Fatehabad
Ratibati,C.T.,19,West Bengal,9,Barddhaman 
Ratlam,M.Corp.,23,Madhya Pradesh,20,Ratlam
Ratlam Rly. Colony (Ratlam Kasba),C.T.,23,Madhya Pradesh,20,Ratlam
Ratnagiri,M.Cl.,27,Maharashtra,32,Ratnagiri
Rau,N.P.,23,Madhya Pradesh,26,Indore
Raurkela,M,21,Orissa,5,Sundargarh
Raurkela Industrialship,ITS,21,Orissa,5,Sundargarh
Raver,M.Cl.,27,Maharashtra,3,Jalgaon
Rawalsar,N.P.,2,Himachal Pradesh,5,Mandi
Rawatbhata,M,8,Rajasthan,29,Chittaurgarh
Rawatsar,M,8,Rajasthan,2,Hanumangarh
Raxaul Bazar,M,10,Bihar,2,Purba Champaran
Raya,N.P.,9,Uttar Pradesh,14,Mathura
Rayachoti,C.T.,28,Andhra Pradesh,20,Cuddapah
Rayadurg,M,28,Andhra Pradesh,22,Anantapur
Rayagada,M,21,Orissa,27,Rayagada
Rayagiri,T.P.,33,Tamil Nadu,29,Tirunelveli
Raybag,T.P.,29,Karnataka,1,Belgaum
Rayya,N.P.,3,Punjab,2,Amritsar
Reasi,N.A.C.,1,Jammu & Kashmir,10,Udhampur
Redhakhol,N.A.C.,21,Orissa,3,Sambalpur
Reengus,M,8,Rajasthan,13,Sikar
Reethapuram,T.P.,33,Tamil Nadu,30,Kanniyakumari
Rehambal,C.T.,1,Jammu & Kashmir,10,Udhampur
Rehli,M,23,Madhya Pradesh,11,Sagar
Rehti,N.P.,23,Madhya Pradesh,33,Sehore
Reis Magos,C.T.,30,Goa,1,North Goa 
Religara alias Pachhiari,C.T.,20,Jharkhand,4,Hazaribag
Remuna,N.A.C.,21,Orissa,8,Baleshwar
Rengali Dam Projectship,C.T.,21,Orissa,15,Anugul
Renigunta,C.T.,28,Andhra Pradesh,23,Chittoor
Renukoot,N.P.,9,Uttar Pradesh,70,Sonbhadra
Reoti,N.P.,9,Uttar Pradesh,63,Ballia
Repalle,M,28,Andhra Pradesh,17,Guntur
Resubelpara,M.B.,17,Meghalaya,2,East Garo Hills
Revelganj,M,10,Bihar,17,Saran
Rewa,M.Corp..,23,Madhya Pradesh,14,Rewa
Rewari,M.Cl.,6,Haryana,17,Rewari
Rewari (Rural),C.T.,6,Haryana,17,Rewari
Richha,N.P.,9,Uttar Pradesh,20,Bareilly
Rikhabdeo,C.T.,8,Rajasthan,26,Udaipur
Rishikesh,M.B.,5,Uttaranchal,5,Dehradun
Rishra,M,19,West Bengal,12,Hugli 
Rishra,C.T.,19,West Bengal,12,Hugli 
Risia Bazar,N.P.,9,Uttar Pradesh,50,Bahraich
Risod,M.Cl.,27,Maharashtra,6,Washim
Rithora,N.P.,9,Uttar Pradesh,20,Bareilly
Rly. Settlement Roza,N.P.,9,Uttar Pradesh,22,Shahjahanpur
Robertsganj,M.B.,9,Uttar Pradesh,70,Sonbhadra
Robertson Pet,C.M.C,29,Karnataka,19,Kolar
Roha Ashtami,M.Cl.,27,Maharashtra,24,Raigarh
Rohraband,C.T.,20,Jharkhand,12,Dhanbad
Rohru,N.P.,2,Himachal Pradesh,11,Shimla
Rohtak,M.Cl.,6,Haryana,14,Rohtak
Roing,C.T.,12,Arunachal Pradesh,10,Dibang Valley
Ron,T.P.,29,Karnataka,8,Gadag
Roorkee,M.B.,5,Uttaranchal,13,Hardwar
Roorkee,C.B.,5,Uttaranchal,13,Hardwar
Rosalpatti,T.P.,33,Tamil Nadu,26,Virudhunagar
Rosera,M,10,Bihar,19,Samastipur
Roshan Pura alias Dichaon Khurd,C.T.,7,Delhi *,8,South West
Rudauli,M.B.,9,Uttar Pradesh,47,Faizabad
Rudayan,N.P.,9,Uttar Pradesh,19,Budaun
Rudra Prayag,N.P.,5,Uttaranchal,3,Rudraprayag
Rudrapur,M.B.,5,Uttaranchal,12,Udham Singh Nagar
Rudrapur,N.P.,9,Uttar Pradesh,60,Deoria
Rudravathi,T.P.,33,Tamil Nadu,10,Erode
Ruiya,C.T.,19,West Bengal,11,North Twentyfour Parganas
Runji Gautampura,N.P.,23,Madhya Pradesh,26,Indore
Rupnagar,M.Cl.,3,Punjab,7,Rupnagar
Rura,N.P.,9,Uttar Pradesh,33,Kanpur Dehat
Rurki Kasba,C.T.,3,Punjab,17,Patiala
Rustamnagar Sahaspur,C.T.,9,Uttar Pradesh,4,Moradabad
S. Kannanur,T.P.,33,Tamil Nadu,15,Tiruchirappalli
S.A.S. Nagar (Mohali),M.Cl.,3,Punjab,7,Rupnagar
S.Kodikulam,T.P.,33,Tamil Nadu,26,Virudhunagar
S.Nallur,T.P.,33,Tamil Nadu,12,Coimbatore
S.T. Power Project Town,C.T.,19,West Bengal,14,Puruliya
Sabalgarh,M,23,Madhya Pradesh,2,Morena
Sabathu,C.B.,2,Himachal Pradesh,9,Solan
Sabroom,N.P.,16,Tripura,2,South Tripura 
Sachin,C.T.,24,Gujarat,22,Surat
Sachin INA,I.N.A.,24,Gujarat,22,Surat
Sadabad,N.P.,9,Uttar Pradesh,13,Hathras
Sadalgi,T.P.,29,Karnataka,1,Belgaum
Sadasivpet,M,28,Andhra Pradesh,4,Medak
Sadat,N.P.,9,Uttar Pradesh,65,Ghazipur
Sadat Pur Gujran,C.T.,7,Delhi *,3,North East
Sadaura,M.C.,6,Haryana,3,Yamunanagar
Sadpur,C.T.,19,West Bengal,11,North Twentyfour Parganas
Sadri,M,8,Rajasthan,20,Pali
Sadulshahar,M,8,Rajasthan,1,Ganganagar
Safidon,M.C.,6,Haryana,9,Jind
Safipur,N.P.,9,Uttar Pradesh,26,Unnao
Sagar,M.Corp.,23,Madhya Pradesh,11,Sagar
Sagar,T.M.C,29,Karnataka,15,Shimoga
Sagar Cantt.,C.B.,23,Madhya Pradesh,11,Sagar
Sagwara,M,8,Rajasthan,27,Dungarpur
Sahajadpur,C.T.,19,West Bengal,7,Murshidabad 
Sahanpur,N.P.,9,Uttar Pradesh,3,Bijnor
Sahapur,C.T.,19,West Bengal,16,Haora 
Saharanpur,M.B.,9,Uttar Pradesh,1,Saharanpur
Saharsa,M,10,Bihar,12,Saharsa
Sahaspur,N.P.,9,Uttar Pradesh,3,Bijnor
Sahaswan,M.B.,9,Uttar Pradesh,19,Budaun
Sahatwar,N.P.,9,Uttar Pradesh,63,Ballia
Sahawar,N.P.,9,Uttar Pradesh,17,Etah
Sahibabad Daulat Pur,C.T.,7,Delhi *,1,North West
Sahibganj,M,20,Jharkhand,9,Sahibganj
Sahjanwa,N.P.,9,Uttar Pradesh,58,Gorakhpur
Sahnewal,N.P.,3,Punjab,9,Ludhiana
Sahnidih,C.T.,20,Jharkhand,12,Dhanbad
Sahpau NP,N.P.,9,Uttar Pradesh,13,Hathras
Saidpur,N.P.,9,Uttar Pradesh,19,Budaun
Saidpur,N.P.,9,Uttar Pradesh,65,Ghazipur
Saidul Ajaib,C.T.,7,Delhi *,9,South
Saiha,C.T.,15,Mizoram,8,Saiha
Sailana,N.P.,23,Madhya Pradesh,20,Ratlam
Sailu,M.Cl.,27,Maharashtra,17,Parbhani
Sainthal,N.P.,9,Uttar Pradesh,20,Bareilly
Sainthia,M,19,West Bengal,8,Birbhum
Sairang,C.T.,15,Mizoram,3,Aizawl
Saitual,C.T.,15,Mizoram,3,Aizawl
Saiyad Raja,N.P.,9,Uttar Pradesh,66,Chandauli
Sakhanu,N.P.,9,Uttar Pradesh,19,Budaun
Sakit,N.P.,9,Uttar Pradesh,17,Etah
Sakleshpur,T.M.C,29,Karnataka,23,Hassan
Sakti,N.P.,22,Chhattisgarh,6,Janjgir-Champa
Salakati,C.T.,18,Assam,1,Kokrajhar
Salangapalayam,T.P.,33,Tamil Nadu,10,Erode
Salap,C.T.,19,West Bengal,16,Haora 
Salarpur Khadar,C.T.,9,Uttar Pradesh,10,Gautam Buddha Nagar
Salaya,M,24,Gujarat,10,Jamnagar
Salem,M.Corp.,33,Tamil Nadu,8,Salem
Salempur,N.P.,9,Uttar Pradesh,60,Deoria
Saligao,C.T.,30,Goa,1,North Goa 
Saligram,T.M.C,29,Karnataka,16,Udupi
Salon,N.P.,9,Uttar Pradesh,28,Rae Bareli
Salumbar,M,8,Rajasthan,26,Udaipur
Salur,M,28,Andhra Pradesh,12,Vizianagaram
Samalapuram,T.P.,33,Tamil Nadu,12,Coimbatore
Samalkha,M.C.,6,Haryana,7,Panipat
Samalkota,M,28,Andhra Pradesh,14,East Godavari
Samana,M.Cl.,3,Punjab,17,Patiala
Samastipur,M,10,Bihar,19,Samastipur
Samathur,T.P.,33,Tamil Nadu,12,Coimbatore
Samba,N.A.C.,1,Jammu & Kashmir,13,Jammu
Sambalpur,M,21,Orissa,3,Sambalpur
Sambavar Vadagarai,T.P.,33,Tamil Nadu,29,Tirunelveli
Sambhal,M.B.,9,Uttar Pradesh,4,Moradabad
Sambhalka,C.T.,7,Delhi *,8,South West
Sambhar,M,8,Rajasthan,12,Jaipur
Samdhan,N.P.,9,Uttar Pradesh,30,Kannauj
Samrala,M.Cl.,3,Punjab,9,Ludhiana
Samthar,M.B.,9,Uttar Pradesh,36,Jhansi
Samurou,N.P.,14,Manipur,5 & 6,Thoubal & Imphal West
Sanand,M,24,Gujarat,7,Ahmadabad
Sanaur,M.Cl.,3,Punjab,17,Patiala
Sanawad,M,23,Madhya Pradesh,27,West Nimar
Sanchi,N.P.,23,Madhya Pradesh,34,Raisen
Sanchore,M,8,Rajasthan,18,Jalor
Sancoale,C.T.,30,Goa,2,South Goa
Sandi,M.B.,9,Uttar Pradesh,25,Hardoi
Sandila,M.B.,9,Uttar Pradesh,25,Hardoi
Sandor,C.T.,27,Maharashtra,21,Thane
Sandur,T.P.,29,Karnataka,12,Bellary
Sangamner,M.Cl.,27,Maharashtra,26,Ahmadnagar
Sangareddy,M,28,Andhra Pradesh,4,Medak
Sangaria,M,8,Rajasthan,2,Hanumangarh
Sangat,M.Cl.,3,Punjab,14,Bathinda
Sangli-Miraj & Kupwad,M.Corp.,27,Maharashtra,35,Sangli
Sangod,M,8,Rajasthan,30,Kota
Sangole,M.Cl.,27,Maharashtra,30,Solapur
Sangrur,M.Cl.,3,Punjab,16,Sangrur
Sanguem,M.Cl.,30,Goa,2,South Goa
Sankaramanallur,T.P.,33,Tamil Nadu,12,Coimbatore
Sankarankoil,M,33,Tamil Nadu,29,Tirunelveli
Sankarapuram,T.P.,33,Tamil Nadu,7,Viluppuram
Sankari,T.P.,33,Tamil Nadu,8,Salem
Sankarnagar,T.P.,33,Tamil Nadu,29,Tirunelveli
Sankarpur,C.T.,19,West Bengal,9,Barddhaman 
Sankeshwar,T.M.C,29,Karnataka,1,Belgaum
Sankhol,C.T.,6,Haryana,15,Jhajjar
Sankrail,C.T.,19,West Bengal,16,Haora 
Sanoth,C.T.,7,Delhi *,1,North West
Sanquelim,M.Cl.,30,Goa,1,North Goa 
Sansarpur,C.T.,3,Punjab,4,Jalandhar
Santipur,M,19,West Bengal,10,Nadia 
Santokhgarh,N.P.,2,Himachal Pradesh,7,Una
Santoshpur,C.T.,19,West Bengal,16,Haora 
Santrampur,M,24,Gujarat,17,Panch Mahals
Sanvordem,C.T.,30,Goa,2,South Goa
Sao Jose-de-Areal,C.T.,30,Goa,2,South Goa
Sapatgram,T.C.,18,Assam,2,Dhubri
Sarai Aquil,N.P.,9,Uttar Pradesh,44,Kaushambi
Sarai Mir,N.P.,9,Uttar Pradesh,61,Azamgarh
Saraidhela,C.T.,20,Jharkhand,12,Dhanbad
Saraipali,N.P.,22,Chhattisgarh,12,Mahasamund
Sarangarh,N.P.,22,Chhattisgarh,4,Raigarh
Sarangpur,M,23,Madhya Pradesh,30,Rajgarh
Sarapaka,C.T.,28,Andhra Pradesh,10,Khammam
Saravanampatti,T.P.,33,Tamil Nadu,12,Coimbatore
Sarbhog,T.C.,18,Assam,5,Barpeta
Sarcarsamakulam,T.P.,33,Tamil Nadu,12,Coimbatore
Sardarpur,N.P.,23,Madhya Pradesh,25,Dhar
Sardarshahar,M,8,Rajasthan,4,Churu
Sardhana,M.B.,9,Uttar Pradesh,7,Meerut
Sardulgarh,N.P.,3,Punjab,15,Mansa
Sarenga,C.T.,19,West Bengal,16,Haora 
Sarigam INA,I.N.A.,24,Gujarat,25,Valsad
Sarila,N.P.,9,Uttar Pradesh,38,Hamirpur
Sarjamda,C.T.,20,Jharkhand,18,Purbi Singhbhum
Sarkaghat,N.P.,2,Himachal Pradesh,5,Mandi
Sarkhej-Okaf,M,24,Gujarat,7,Ahmadabad
Sarni,M,23,Madhya Pradesh,35,Betul
Sarpi,C.T.,19,West Bengal,9,Barddhaman 
Sarsawan,M.B.,9,Uttar Pradesh,1,Saharanpur
Sarthebari,T.C.,18,Assam,5,Barpeta
Sarupathar,T.C.,18,Assam,18,Golaghat
Sarupathar Bengali,C.T.,18,Assam,15,Dibrugarh
Sarwar,M,8,Rajasthan,21,Ajmer
Sasaram,M,10,Bihar,32,Rohtas
Sasauli,C.T.,6,Haryana,3,Yamunanagar
Sasni,N.P.,9,Uttar Pradesh,13,Hathras
Sasti,C.T.,27,Maharashtra,13,Chandrapur
Sasvad,M.Cl.,27,Maharashtra,25,Pune
Satai,N.P.,23,Madhya Pradesh,9,Chhatarpur
Satalkheri,C.T.,8,Rajasthan,30,Kota
Satana,M.Cl.,27,Maharashtra,20,Nashik
Satara,M.Cl.,27,Maharashtra,31,Satara
Sathankulam,T.P.,33,Tamil Nadu,28,Toothukudi
Sathiyavijayanagaram,C.T.,33,Tamil Nadu,6,Tiruvanamalai
Sathuvachari,T.P,33,Tamil Nadu,4,Vellore
Sathyamangala,C.T.,29,Karnataka,23,Hassan
Sathyamangalam,M,33,Tamil Nadu,10,Erode
Satigachha,C.T.,19,West Bengal,10,Nadia 
Satna,M.Corp.,23,Madhya Pradesh,13,Satna
Satrikh,N.P.,9,Uttar Pradesh,46,Barabanki
Sattenapalle,M,28,Andhra Pradesh,17,Guntur
Sattur,M,33,Tamil Nadu,26,Virudhunagar
Satwas,N.P.,23,Madhya Pradesh,23,Dewas
Saunda,C.T.,20,Jharkhand,4,Hazaribag
Saundatti-Yellamma,T.M.C,29,Karnataka,1,Belgaum
Saunkh,N.P.,9,Uttar Pradesh,14,Mathura
Saurikh,N.P.,9,Uttar Pradesh,30,Kannauj
Sausar,N.P.,23,Madhya Pradesh,43,Chhindwara
Savanur,T.M.C,29,Karnataka,11,Haveri
Savarkundla,M,24,Gujarat,13,Amreli
Savda,M.Cl.,27,Maharashtra,3,Jalgaon
Savner,M.Cl.,27,Maharashtra,9,Nagpur
Sawai Madhopur,M,8,Rajasthan,10,Sawai Madhopur
Sawantwadi,M.Cl.,27,Maharashtra,33,Sindhudurg
Sawari Jawharnagar,C.T.,27,Maharashtra,10,Bhandara
Sawer,N.P.,23,Madhya Pradesh,26,Indore
Sayalgudi,T.P.,33,Tamil Nadu,27,Ramanathapuram
Sayan,C.T.,24,Gujarat,22,Surat
Sayapuram,T.P.,33,Tamil Nadu,28,Toothukudi
Secunderabad,C.B.,28,Andhra Pradesh,5,Hyderabad
Sedam,T.M.C,29,Karnataka,4,Gulbarga
Seerapalli,T.P.,33,Tamil Nadu,9,Namakkal
Seevur,C.T.,33,Tamil Nadu,4,Vellore
Sehore,M,23,Madhya Pradesh,33,Sehore
Seithur,T.P.,33,Tamil Nadu,26,Virudhunagar
Sekmai Bazar,N.P.,14,Manipur,6,Imphal West
Semaria,N.P.,23,Madhya Pradesh,14,Rewa
Sembakkam,T.P.,33,Tamil Nadu,3,Kancheepuram
Semmipalayam,C.T.,33,Tamil Nadu,12,Coimbatore
Senchoa Gaon,C.T.,18,Assam,17,Jorhat
Sendhwa,M,23,Madhya Pradesh,28,Barwani
Senthamangalam,T.P.,33,Tamil Nadu,9,Namakkal
Sentharapatti,T.P.,33,Tamil Nadu,8,Salem
Senur,C.T.,33,Tamil Nadu,4,Vellore
Seohara,M.B.,9,Uttar Pradesh,3,Bijnor
